"Previous 
Local Code","UCOP Major
Code (CSS)",ISIS Major Code,Major Abbreviation,Major Description ,Diploma Title,Start Term,End Term,"Student 
Level",Department,Award Type,Program Length (in years),College,CIP Code,CIP Description,STEM,"Self 
Supporting","Discontinued or
Phasing Out",Notes,,,,,,,,
---,70F,PS56,Hn-PS-PPol,Political Sci/Public Policy,Political Science/Public Policy,FA97,,UN,POLI,BA,4,RE MU TH WA FI SI,451099,"POLITICAL SCIENCE AND GOVERNMENT, OTHER",,,YES,,,,,,,,,
699,699,PS75,Polit Sci,Political Science,Political Science,FA80,,GR,POLI,MA PHD,"2,7",GR,451001,"POLITICAL SCIENCE AND GOVERNMENT, GENERAL",,,,,,,,,,,,
---,156,PS76,PS&IntlAff,Polit Sci & Internatl Affairs,Political Science and International Affairs,FA98,,GR,POLI,PHD,7,GR,451099,"POLITICAL SCIENCE AND GOVERNMENT, OTHER",,,,,,,,,,,,
,0C2,PS77,Poli-PIERS                    ,Poli w/Spec Intdis Envirn Res,Political Science with a Specialization in Interdisciplinary Environmental Research,FA16,,GR,POLI,PHD,7,GR,451099,"POLITICAL SCIENCE AND GOVERNMENT, OTHER",,,,,,,,,,,,
,0C3,PS78,PoSc-PIERS,PoSc/IntlAff Spec Int Evn Res  ,Political Science and International Affairs with a Specialization in Interdisciplinary Environmental Research,FA16,,GR,POLI,PHD,7,GR,451099,"POLITICAL SCIENCE AND GOVERNMENT, OTHER",,,,,,,,,,,,
,0IA,PS79,PSSpecComp,PoliSci w/Spec in Comp Soc Sci,Political Science with a Specialization in Computational Social Science,S122,,GR,POLI,PHD,7,GR,450102,RESEARCH METHODOLOGY AND QUANTITATIVE METHODS,,,,CIP code change affective FA23. Former CIP code 451099,,,,,,,,
,0IC,PS80,PSIASpCoSS,PoliSci&IntAff w/SpcCompSocSci,Political Science & International Affairs with a Specialization in Computational Social Science,S122,,GR,POLI,PHD,7,GR,450102,RESEARCH METHODOLOGY AND QUANTITATIVE METHODS,,,,CIP code change affective FA23. Former CIP code 451099,,,,,,,,
357,357,PU75,PubHlth-JD,Pub Hlth(Epidemiol)Jt Doc SDSU,Public Health (Epidemiology),WI90,FA20,GR,PUBL,PHD,7,GR,261309,EPIDEMIOLOGY,YES,,YES,Administratively Ends as of FA20,,,,,,,,
---,78B,PU76,PubHlth-HB,PubHlth(Health Behav)JtDocSDSU,Public Health (Health Behavior),FA03,FA20,GR,PUBL,PHD,7,GR,512299,"PUBLIC HEALTH, OTHER",,,YES,Administratively Ends as of FA20,,,,,,,,
---,01E,PU77,PubHlth-GH,PublHlth(Global Hlth)JtDocSDSU,Public Health (Global Health),FA07,FA20,GR,PUBL,PHD,7,GR,512210,PUBLIC HEALTH (GLOBAL HEALTH),,,YES,Administratively Ends as of FA20,,,,,,,,
,,PY25,,,,,,,PHYS,,,,000000,NOT APPLICABLE AT UCSD,,,,Reserved for Historical Code,,,,,,,,
668,66C,PY26,Biophysics,Physics-Biophysics,Physics-Biophysics,FA87,,UN,PHYS,BS,4,RE MU TH WA FI SI SN EI,400899,"PHYSICS, OTHER",YES,,,,,,,,,,,
127,HIST,PY27,Biophys-PM,Physics-Biophysics/Pre-Medical,Physics-Biophysics/Pre-Medical,FA72,SU87,UN,PHYS,BA,4,RE MU TH WA,400899,"PHYSICS, OTHER",YES,,YES,,,,,,,,,
669,666,PY27,Biophys-PM,Physics-Biophysics/Pre-Medical,Physics-Biophysics/Pre-Medical,FA87,FA10,UN,PHYS,BS,4,RE MU TH WA FI,400899,"PHYSICS, OTHER",YES,,YES,,,,,,,,,
667,HIST,PY28,Phy/ErthSc,Physics w/Specializ Earth Scis,Physics with Specialization in Earth Science,FA68,SU87,UN,PHYS,BA,4,RE MU TH WA,400899,"PHYSICS, OTHER",YES,,YES,,,,,,,,,
667,667,PY28,Phy/ErthSc,Physics w/Specializ Earth Scis,Physics with Specialization in Earth Science,FA87,,UN,PHYS,BS,4,RE MU TH WA FI SI SN EI,400899,"PHYSICS, OTHER",YES,,,,,,,,,,,
666,HIST,PY29,Physics,Physics,,FS64,SU85,UN,PHYS,BA,4,RE MU TH WA,400801,"PHYSICS, GENERAL",YES,,YES,,,,,,,,,
666,666,PY29,Physics,Physics,Physics,FA85,,UN,PHYS,BS,4,RE MU TH WA FI SI SN EI,400801,"PHYSICS, GENERAL",YES,,,,,,,,,,,
---,670,PY30,Gen Physcs,General Physics,General Physics,FA92,,UN,PHYS,BA,4,RE MU TH WA FI SI SN EI,400801,"PHYSICS, GENERAL",YES,,,,,,,,,,,
---,049,PY31,GenPhy/SEd,General Physics/Secondary Educ,General Physics/Secondary Education,FA92,,UN,PHYS,BA,4,RE MU TH WA FI SI SN EI,400899,"PHYSICS, OTHER",YES,,,,,,,,,,,
---,668,PY32,Phys/Mtrls,Physics w/Specializ Mtrls Phys,Physics with Specialization in Materials Physics,WI99,,UN,PHYS,BS,4,RE MU TH WA FI SI SN EI,400899,"PHYSICS, OTHER",YES,,,,,,,,,,,
---,66B,PY33,Phys/Comp,Phys w/Spec Computational Phys,Physics with Specialization in Computational Physics,FA00,,UN,PHYS,BS,4,RE MU TH WA FI SI SN EI,400899,"PHYSICS, OTHER",YES,,,,,,,,,,,
---,66A,PY34,Phys/Astro,Physics w/Specializ Astrophys,Physics with Specialization in Astrophysics,WI01,,UN,PHYS,BS,4,RE MU TH WA FI SI SN EI,400899,"PHYSICS, OTHER",YES,,,,,,,,,,,
,666,PY35,Physics,Physics,Physics,WI25,,UN,PHYS,BA,4,RE MU TH WA FI SI SN EI,400801,"PHYSICS, GENERAL",YES,,,,,,,,,,,
66C,666,PY50,Hn-Biophys,Physics-Biophysics,Physics-Biophysics,WI95,,UN,PHYS,BS,4,RE MU TH WA FI SI,400899,"PHYSICS, OTHER",YES,,YES,,,,,,,,,
---,666,PY51,Hn-BiophPM,Physics-Biophysics/Pre-Medical,Physics-Biophysics/Pre-Medical,WI95,FA10,UN,PHYS,BS,4,RE MU TH WA FI,400899,"PHYSICS, OTHER",YES,,YES,,,,,,,,,
---,667,PY52,Hn-Phys ES,Physics w/Specializ Earth Scis,Physics with Specialization in Earth Sciences,WI95,,UN,PHYS,BS,4,RE MU TH WA FI SI,400899,"PHYSICS, OTHER",YES,,YES,,,,,,,,,
---,666,PY53,Hn-Physics,Physics,Physics,WI95,,UN,PHYS,BS,4,RE MU TH WA FI SI,400801,"PHYSICS, GENERAL",YES,,YES,,,,,,,,,
126,126,PY75,Biophysics,Physics (Biophysics),Physics (Biophysics),FA77,,GR,PHYS,PHD,7,GR,400899,"PHYSICS, OTHER",YES,,,,,,,,,,,
666,666,PY76,Physics,Physics,Physics,FS60,,GR,PHYS,MS CPH PHD,"2,2,7",GR,400801,"PHYSICS, GENERAL",YES,,,,,,,,,,,
---,668,PY77,Phys/Mtrls,Physics w/Specializ Mtrls Phys,Physics with Specialization in Material Physics,WI99,,GR,PHYS,MS,2,GR,400899,"PHYSICS, OTHER",YES,,,,,,,,,,,
---,66F,PY78,PhysBioinf,Physics w/Spec Bioinformatics,Physics with Specialization in Bioinformatics,FA00,,GR,PHYS,PHD,7,GR,261103,BIOINFORMATICS,YES,,,,,,,,,,,
,00E,PY79,PhyCmptnSc,Phys w/Spec Computational Sci,Physics with a Specialization in Computational Science,FA06,,GR,PHYS,PHD,7,GR,400899,"PHYSICS, OTHER",YES,,,,,,,,,,,
,05P,PY80,PhysMSBiol,Physics w/Spec Multi-Scale Bio,Physics with Specialization in Multi-Scale Biology,WI11,,GR,PHYS,PHD,7,GR,400899,"PHYSICS, OTHER",YES,,,,,,,,,,,
,09K,PY81,PhyQuntBio,Phys w/Spec Quantitative Biol,Physics with a Specialization in Quantitative Biology,FA14,,GR,PHYS,PHD,7,GR,400899,"PHYSICS, OTHER",YES,,,,,,,,,,,
,0CL,PY82,PhyCmpNeur,Phys w/Spec Computational Neur,Physics with a Specialization in Computational Neuroscience,FA16,,GR,PHYS,PHD,7,GR,400899,"PHYSICS, OTHER",YES,,,,,,,,,,,
,099,PY83,Astronomy,Astronomy,Astronomy,FA22,,GR,PHYS,MS PHD,"2,7",GR,400201,ASTRONOMY,YES,,YES,MS degree is only available to doctoral students who are unable to complete the PhD requirements.,,,,,,,,
---,801,RE25,Relig Stu,Religious Studies,Religious Studies,FA90,FA10,UN,RELI,BA,4,RE MU TH WA FI,380801,RELIGION/RELIGIOUS STUDIES,,,YES,,,,,,,,,
---,801,RE26,Relig/Stu,Study of Religion,Study of Religion,SP98,,UN,RELI,BA,4,RE MU TH WA FI SI SN EI,380201,RELIGION/RELIGIOUS STUDIES,,,,,,,,,,,,
---,801,RE50,Hn-Rel/Stu,Study of Religion,Study of Religion,WI00,,UN,RELI,BA,4,RE MU TH WA FI SI,380801,RELIGION/RELIGIOUS STUDIES,,,YES,,,,,,,,,
,364,RR75,Exec MBA,Master Business Administration,Master of Business Administration,FA24,,GR,RSM,MBA,2,RS,521301,"Management Science, General",,YES,,,,,,,,,,
,364,RR76,Exec MBA,Master Business Administration,Master of Business Administration,FA24,,GR,RSM,MBA,2,RS,521301,"Management Science, General",,YES,,,,,,,,,,
,364,RR77,Exec MBA,Master Business Administration,Master of Business Administration,FA24,,GR,RSM,MBA,2,RS,521301,"Management Science, General",,YES,,,,,,,,,,
,364,RR78,Exec MBA,Master Business Administration,Master of Business Administration,FA24,,GR,RSM,MBA,2,RS,521301,"Management Science, General",,YES,,,,,,,,,,
,921,RS75,MBA-Flex,Master Business Administration,Master of Business Administration,FA04,FA10,GR,RSM,MBA,2,RS,520201,BUSINESS ADMINISTRATION AND MANAGEMENT,,YES,,,,,,,,,,
,141,RS76,MBA,Master Business Administration,Master of Business Administration,FA04,,GR,RSM,MBA,2,RS,521301,"MANAGEMENT SCIENCE, GENERAL",YES,,,CIP effective WI21. Former CIP is 520201,,,,,,,,
,921,RS77,MBA-Flex,Master Business Administration,Master of Business Administration,FA06,SP13,GR,RSM,MBA,2,RS,520201,BUSINESS ADMINISTRATION AND MANAGEMENT,,YES,YES,,,,,,,,,
,364,RS78,MBA-Flex,Master Business Administration,Master of Business Administration,FA08,,GR,RSM,MBA,2,RS,521301,"MANAGEMENT SCIENCE, GENERAL",YES,YES,YES,CIP effective WI21. Former CIP is 520201,,,,,,,,
,534,RS79,Management,Management,Management,FA09,,GR,RSM,MS PHD,"2,7",RS,521399,"MANAGEMENT SCIENCES AND QUANTITATIVE METHODS, OTHER",YES,,,,,,,,,,,
,364,RS80,MBA-Flex,Master Business Administration,Master of Business Administration,FA12,,GR,RSM,MBA,2,RS,521301,"MANAGEMENT SCIENCE, GENERAL",YES,YES,,"CIP effective Wi21. Former CIP is 520201, Clone of RS78, used for admin purposes",,,,,,,,
,364,RS81,MBA-Flex,Master Business Administration,Master of Business Administration,FA13,,GR,RSM,MBA,2,RS,521301,"MANAGEMENT SCIENCE, GENERAL",YES,YES,,"CIP effective WI21. Former CIP is 520201, Clone of RS78, used for admin purposes",,,,,,,,
,08T,RS82,MastofFin,Master of Finance,Master of Finance,FA14,,GR,RSM,MF,2,RS,270305,FINANCIAL MATHEMATICS,YES,YES,YES,,,,,,,,,
,0B4,RS83,BusAnlytic,Business Analytics,Business Analytics,FA15,,GR,RSM,MS ,2,RS,307102,Business Analytics,YES,YES,,CIP code change effective FA24. Former CIP code 521399,,,,,,,,
,364,RS84,MBA-Flex,Master Business Administration,Master of Business Administration,FA15,,GR,RSM,MBA,2,RS,521301,"MANAGEMENT SCIENCE, GENERAL",YES,YES,,"CIP effective WI21. Former CIP is 520201, Clone of RS78, used for admin purposes",,,,,,,,
,08T,RS85,MastofFin,Master of Finance,Master of Finance,FA15,,GR,RSM,MF,2,RS,270305,FINANCIAL MATHEMATICS,YES,YES,YES,,,,,,,,,
,0C5,RS86,Rady-PIERS                    ,Rady w/Spec Intdis Envirn Res,Management with a Specialization in Interdisciplinary Environmental Research,FA16,,GR,RSM,PHD,7,RS,520210,RESEARCH AND DEVELOPMENT MANAGEMENT,,,,,,,,,,,,
,0B4,RS87,BusAnlytic,Business Analytics,Business Analytics,S317,,GR,RSM,MS ,2,RS,307102,Business Analytics,YES,YES,,CIP code change effective FA24. Former CIP code 521399,,,,,,,,
,364,RS88,MBA-Flex,Master Business Administration,Master of Business Administration,FA17,,GR,RSM,MBA,2,RS,521301,"MANAGEMENT SCIENCE, GENERAL",YES,YES,,"CIP effective WI21. Former CIP is 520201, Clone of RS78, used for admin purposes",,,,,,,,
,364,RS89,MBA-Flex,Master Business Administration,Master of Business Administration,FA17,,GR,RSM,MBA,2,RS,521301,"MANAGEMENT SCIENCE, GENERAL",YES,YES,YES,"CIP effective Wi21. Former CIP is 520201, Clone of RS78, used for admin purposes",,,,,,,,
,364,RS90,MBA-Flex,Master Business Administration,Master of Business Administration,FA17,,GR,RSM,MBA,2,RS,521301,"MANAGEMENT SCIENCE, GENERAL",YES,YES,YES,"CIP effective WI21. Former CIP is 520201, Clone of RS78, used for admin purposes",,,,,,,,
,06J,RS91,MastProAct,Master of Professional Accountancy ,Professional Accountancy,FA18,,GR,RSM,MPAC,2,RS,521399,"MANAGEMENT SCIENCES AND QUANTITATIVE METHODS, OTHER",YES,YES,,CIP effective WI21. Former CIP is 520301,,,,,,,,
,0B4,RS92,BusAnlytic,Business Analytics,Business Analytics,S120,,GR,RSM,MS ,2,RS,307102,Business Analytics,YES,YES,,CIP code change effective FA24. Former CIP code 521399,,,,,,,,
,0B4,RS93,BusAnlytic,Business Analytics,Business Analytics,S120,,GR,RSM,MS ,2,RS,307102,Business Analytics,YES,YES,,CIP code change effective FA24. Former CIP code 521399,,,,,,,,
,0B4,RS94,BusAnlytic,Business Analytics,Business Analytics,S121,,GR,RSM,MS ,2,RS,307102,Business Analytics,YES,YES,,CIP code change effective FA24. Former CIP code 521399,,,,,,,,
,0B4,RS95,BusAnlytic,Business Analytics,Business Analytics,S123,,GR,RSM,MS ,2,RS,307102,Business Analytics,YES,YES,,CIP code change effective FA24. Former CIP code 521399,,,,,,,,
,0K7,RS96,MstQuanFin,Master of Quantitative Finance,Master of Quantitative Finance,FA24,,GR,RSM,MQF,2,RS,270305,Financial Mathematics,YES,YES,,,,,,,,,,
,0K7,RS97,MstQuanFin,Master of Quantitative Finance,Master of Quantitative Finance,FA24,,GR,RSM,MQF,2,RS,270305,Financial Mathematics,YES,YES,,,,,,,,,,
,364,RS98,MBA-Flex,Master Business Administration,Master of Business Administration,FA18,,GR,RSM,MBA,2,RS,521301,"MANAGEMENT SCIENCE, GENERAL",YES,YES,YES,"CIP effective WI21. Former CIP is 520201, Clone of RS78, used for admin purposes",,,,,,,,
,0M7,RS99,MgtAnthpgy,Mgt w/Spec Anthropogeny,Management with a Specialization in Anthropogeny,FA25,,GR,RSM,PHD,7,RS,520299,"Business Administration, Management and Operations, Other",,,,,,,,,,,,
---,686,RU25,Russ&SovSt,Russian and Soviet Studies,Russian and Soviet Studies,WI93,,UN,RUSS,BA,4,RE MU TH WA FI SI SN EI,050110,RUSSIAN STUDIES,,,,,,,,,,,,
,08P,RU26,RusEE&Estd,Russian EastEuro & Eurasian St,"Russian, East European and Eurasian Studies",WI14,,UN,RUSS,BA,4,RE MU TH WA FI SI SN EI,050105,"RUSSIAN, CENTRAL EUROPN, EAST EUROPN & EURASIAN STDS",,,,,,,,,,,,
,713,SE01,Pr-Aerosp,Pre-Aerospace Engineering,,FA99,S303,UN,SE,NONE,4,RE MU TH WA FI SI,140201,AEROSPACE/AERONAUTICAL/ASTRO,YES,,YES,,,,,,,,,
,713,SE02,Pr-Eng Sci,Pre-Engineering Sciences,,FA99,S303,UN,SE,NONE,4,RE MU TH WA FI SI,140301,ENGINEERING SCIENCE ,YES,,YES,,,,,,,,,
,713,SE03,Pr-StrucEn,Pre-Structural Engineering,,FA99,S303,UN,SE,NONE,4,RE MU TH WA FI SI,140803,STRUCTURAL ENGINEERING,YES,,YES,,,,,,,,,
,279,SE25,Aerosp Eng,Aerospace Engineering,Aerospace Engineering,FA99,S303,UN,SE,BS,5,RE MU TH WA FI SI,140201,AEROSPACE/AERONAUTICAL/ASTRO,YES,,YES,,,,,,,,,
,318,SE26,Engin Sci,Engineering Sciences,Engineering Sciences,FA99,,UN,SE,BS,5,RE MU TH WA FI SI,141301,ENGINEERING SCIENCE ,YES,,YES,,,,,,,,,
,339,SE27,Struct Eng,Structural Engineering,Structural Engineering,FA99,,UN,SE,BS,5,RE MU TH WA FI SI SN EI,140803,STRUCTURAL ENGINEERING,YES,,,,,,,,,,,
,0JV,SE28,SECivStr,SE w/Spec Civil Struct,Structural Engineering with a Specialization in Civil Structures ,S124,,UN,SE,BS,5,RE MU TH WA FI SI SN EI,140803,STRUCTURAL ENGINEERING,YES,,,Effective date is FA24. S124 used for administrative purposes.,,,,,,,,
,0JW,SE29,SEAerosp,SE w/Spec Aerosp Struct,Structural Engineering with a Specialization in Aerospace Structures,S124,,UN,SE,BS,5,RE MU TH WA FI SI SN EI,140803,STRUCTURAL ENGINEERING,YES,,,Effective date is FA24. S124 used for administrative purposes.,,,,,,,,
,0JX,SE30,SEGeoEng,SE w/Spec Geotech Eng,Structural Engineering with a Specialization in Geotechnical Engineering ,S124,,UN,SE,BS,5,RE MU TH WA FI SI SN EI,140803,STRUCTURAL ENGINEERING,YES,,,Effective date is FA24. S124 used for administrative purposes.,,,,,,,,
,0D9,SE31,StruHlMn,SE w/Spec HlthMon&NonDstEvl,Structural Engineering with a Specialization in Structural Health Monitoring/Non-Destructive Evaluation ,S124,,UN,SE,BS,5,RE MU TH WA FI SI SN EI,140803,STRUCTURAL ENGINEERING,YES,,,Effective date is FA24. S124 used for administrative purposes.,,,,,,,,
,339,SE75,Struct Eng,Structural Engineering,Structural Engineering,FA99,,GR,SE,MS CPH PHD,"2,2,7",GR,140803,STRUCTURAL ENGINEERING,YES,,,,,,,,,,,
,00N,SE76,StruHhMPVS,"SE w/Spec Strc Hlth Mt,Pg,VSim","Structural Engineering with a Specialization in Structural Health Monitoring, Prognosis, and Validated Simulations",WI06,,GR,SE,MS,2,GR,140803,STRUCTURAL ENGINEERING,YES,,,,,,,,,,,
,05F,SE77,Eng Sci-JD,Engin Sci(StrucEng)Jt Doc SDSU,Engineering Sciences (Structural Engineering),FA10,,GR,SE,PHD,7,GR,141301,ENGINEERING SCIENCE ,YES,,,,,,,,,,,
,05Y,SE78,StruHlhMng,Structural Health Monitoring,Structural Health Monitoring,FA11,FA21,GR,SE,MAS,2,GR,140501,BIOENGINEERING AND BIOMEDICAL ENGINEERING,YES,YES,YES,,,,,,,,,
,06F,SE79,Sim-BsdEng,Simulation-Based Engineering,Simulation-Based Engineering,FA12,FA21,GR,SE,MAS,2,GR,110101,"COMPUTER AND INFORMATION SCIENCES, GENERAL",YES,YES,YES,,,,,,,,,
,07Z,SE80,SE CompSci,SE w/Spec Computational Sci,Structural Engineering with a Specialization in Computational Science,FA13,,GR,SE,PHD,7,GR,140803,STRUCTURAL ENGINEERING,YES,,,,,,,,,,,
,0D9,SE81,StruHlthMN,SE w/Spec Hlth Mon&Non Dst Evl,Structural Engineering with a Specialization in Health Monitoring and Non-Destructive Evaluation,FA17,,GR,SE,MS,2,GR,140803,STRUCTURAL ENGINEERING,YES,,,,,,,,,,,
,0DE,SE82,GeoTechEng,Geotechnical Engineering,Geotechnical Engineering,FA18,,GR,SE,MS,2,GR,140802,GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING,YES,,,,,,,,,,,
---,240,SI25,ErSc-Geol,Earth Science/Geology,Earth Science/Geology,FA07,,UN,SIO,BS,4,RE MU TH WA FI SI,400601,"GEOLOGY/EARTH SCIENCE, GENERAL",YES,,YES,,,,,,,,,
---,24A,SI26,ErSc-Geoch,Earth Science/Geochemistry,Earth Science/Geochemistry,FA07,,UN,SIO,BS,4,RE MU TH WA FI SI,400602,GEOCHEMISTRY,YES,,YES,,,,,,,,,
---,24B,SI27,ErSc-Geoph,Earth Science/Geophysics,Earth Science/Geophysics,FA07,,UN,SIO,BS,4,RE MU TH WA FI SI,400603,GEOPHYSICS AND SEISMOLOGY,YES,,YES,,,,,,,,,
,05B,SI28,Earth Sci,Earth Sciences,Earth Sciences,FA10,,UN,SIO,BS,4,RE MU TH WA FI SI SN EI,400601,"GEOLOGY/EARTH SCIENCE, GENERAL",YES,,,,,,,,,,,
,537,SI29,Marine Bio,Marine Biology,Marine Biology,FA12,,UN,SIO,BS,4,RE MU TH WA FI SI SN EI,261302,MARINE BIOLOGY AND BIOLOGICAL OCEANOGRAPHY,YES,,,,,,,,,,,
,0CP,SI30,Ocn&Atmsph,Oceanic & Atmospheric Sciences,Oceanic and Atmospheric Sciences,WI17,,UN,SIO,BS,4,RE MU TH WA FI SI SN EI,400499,"ATMOSPHERIC SCIENCES AND METEOROLOGY, OTHER",YES,,,,,,,,,,,
,0HM,SI31,GeoSci,Geosciences,Geosciences,FA21,,UN,SIO,BS,4,RE MU TH WA FI SI SN EI,400601,"GEOLOGY/EARTH SCIENCE, GENERAL",YES,,,,,,,,,,,
,0LA,SI32,OcnAtms-PP,Ocn&Atmsph Sci- Public Policy,Oceanic and Atmospheric Science - Public Policy,SP25,,UN,SIO,BS,4,RE MU TH WA FI SI SN EI,400499,"ATMOSPHERIC SCIENCES AND METEOROLOGY, OTHER",YES,,,Only available to matriculated students in the Oceanic and Atmospheric Science major who have been approved to pursue the BS/MPP,,,,,,,,
---,240,SI50,Hn-ES-Geol,Earth Science/Geology,,FA07,,UN,SIO,BS,4,RE MU TH WA FI SI,400601,"GEOLOGY/EARTH SCIENCE, GENERAL",YES,,YES,,,,,,,,,
---,24A,SI51,Hn-ES-Gchm,Earth Science/Geochemistry,,FA07,,UN,SIO,BS,4,RE MU TH WA FI SI,400602,GEOCHEMISTRY,YES,,YES,,,,,,,,,
---,24B,SI52,Hn-ES-Gphy,Earth Science/Geophysics,,FA07,,UN,SIO,BS,4,RE MU TH WA FI SI,400603,GEOPHYSICS AND SEISMOLOGY,YES,,YES,,,,,,,,,
,05B,SI53,Hn-EarthSc,Earth Sciences,,FA10,,UN,SIO,BS,4,RE MU TH WA FI SI,400601,"GEOLOGY/EARTH SCIENCE, GENERAL",YES,,YES,,,,,,,,,
845,845,SI75,SIO,Scripps Institution of Oceanog,Scripps Institution of Oceanography,FS50,FA10,GR,SIO,NOAW MS PHD,"5,2,7",GR,400607,"OCEANOGRAPHY, CHEMICAL AND PHYSICAL",YES,,YES,,,,,,,,,
240,240,SI76,Earth Scis,Earth Sciences,Earth Sciences,FS56,,GR,SIO,MS PHD,"2,7",GR,400601,"GEOLOGY/EARTH SCIENCE, GENERAL",YES,,,,,,,,,,,
537,537,SI77,Marine Bio,Marine Biology,Marine Biology,FS56,,GR,SIO,MS PHD,"2,7",GR,261302,MARINE BIOLOGY AND BIOLOGICAL OCEANOGRAPHY,YES,,,,,,,,,,,
609,609,SI78,Oceanogrph,Oceanography,Oceanography,FS50,,GR,SIO,MS PHD,"2,7",GR,400607,"OCEANOGRAPHY, CHEMICAL AND PHYSICAL",YES,,,,,,,,,,,
,04L,SI79,GeoPhysJD,Geophysics (Joint Doc SDSU),Geophysics,WI10,,GR,SIO,PHD,7,GR,400603,GEOPHYSICS AND SEISMOLOGY,YES,,,,,,,,,,,
,240,SI80,Earth Scis,Earth Sciences,Earth Sciences,FA12,,GR,SIO,MS,2,GR,400601,"GEOLOGY/EARTH SCIENCE, GENERAL",YES,,,Terminal Masters Program,,,,,,,,
,537,SI81,Marine Bio,Marine Biology,Marine Biology,FA12,,GR,SIO,MS,2,GR,261302,MARINE BIOLOGY AND BIOLOGICAL OCEANOGRAPHY,YES,,,Terminal Masters Program,,,,,,,,
,609,SI82,Oceanogrph,Oceanography,Oceanography,FA12,,GR,SIO,MS,2,GR,400607,"OCEANOGRAPHY, CHEMICAL AND PHYSICAL",YES,,,Terminal Masters Program,,,,,,,,
,53B,SI83,MarBiodivr,Marine Biodiversity & Conserv,Marine Biodiversity & Conservation,FA12,,GR,SIO,MAS,2,GR,261302,MARINE BIOLOGY AND BIOLOGICAL OCEANOGRAPHY,YES,YES,,,,,,,,,,
,09S,SI84,CliSci&Pol,Climate Science and Policy,Climate Science and Policy,S315,,GR,SIO,MAS,2,GR,400607,"OCEANOGRAPHY, CHEMICAL AND PHYSICAL",YES,YES,,,,,,,,,,
,0C6,SI85,EaSc-PIERS                     ,EaSc w/Spec Intdis Envirn Res  ,Earth Sciences with a Specialization in Interdisciplinary Environmental Research,FA16,,GR,SIO,PHD,7,GR,400699,"GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES, OTHER",YES,,,,,,,,,,,
,0C7,SI86,MarB-PIERS                    ,MarB w/Spec Intdis Envirn Res,Marine Biology with a Specialization in Interdisciplinary Environmental Research,FA16,,GR,SIO,PHD,7,GR,261302,MARINE BIOLOGY AND BIOLOGICAL OCEANOGRAPHY,YES,,,,,,,,,,,
,0C8,SI87,Ocn-PIERS  ,Ocean w/Spec Intdis Envirn Res,Oceanography with a Specialization in Interdisciplinary Environmental Research,FA16,,GR,SIO,PHD,7,GR,400607,"OCEANOGRAPHY, CHEMICAL AND PHYSICAL",YES,,,,,,,,,,,
867,867,SO25,Sociology,Sociology,Sociology,FA69,,UN,SOC,BA,4,RE MU TH WA FI SI SN EI,451101,SOCIOLOGY,,,,,,,,,,,,
---,867,SO26,Soc/Regnl,Sociology w/Spec Regional Stu,Sociology with Specialization in Regional Studies,WI93,FA10,UN,SOC,BA,4,RE MU TH WA FI,451101,SOCIOLOGY,,,YES,,,,,,,,,
---,03L,SO27,SocAmSt,Sociology-American Studies,Sociology-American Studies,FA09,,UN,SOC,BA,4,RE MU TH WA FI SI SN EI,451101,SOCIOLOGY,,,,,,,,,,,,
---,03M,SO28,SocCulCom,Sociology-Culture/Communic,Sociology-Culture and Communication,FA09,,UN,SOC,BA,4,RE MU TH WA FI SI SN EI,451101,SOCIOLOGY,,,,,,,,,,,,
---,03N,SO29,SocEconSoc,Sociology -Economy and Society,Sociology-Economy and Society,FA09,,UN,SOC,BA,4,RE MU TH WA FI SI SN EI,451101,SOCIOLOGY,,,,,,,,,,,,
---,03R,SO30,SocIntlStu,Sociology-International Stu,Sociology-International Studies,FA09,,UN,SOC,BA,4,RE MU TH WA FI SI SN EI,451101,SOCIOLOGY,,,,,,,,,,,,
---,990,SO31,SocLawSoc,Sociology -Law and Society,Sociology-Law and Society,FA09,,UN,SOC,BA,4,RE MU TH WA FI SI SN EI,451101,SOCIOLOGY,,,,,,,,,,,,
---,03O,SO32,SocSciMed,Sociology-Science and Medicine,Sociology-Science and Medicine,FA09,,UN,SOC,BA,4,RE MU TH WA FI SI SN EI,451101,SOCIOLOGY,,,,,,,,,,,,
,03P,SO33,SocSolneq,Sociology-Social Inequality,Sociology-Social Inequality,FA09,,UN,SOC,BA,4,RE MU TH WA FI SI SN EI,451101,SOCIOLOGY,,,,,,,,,,,,
---,867,SO50,Hn-Sociol,Sociology,Sociology,WI91,,UN,SOC,BA,4,RE MU TH WA FI SI,451101,SOCIOLOGY,,,YES,,,,,,,,,
---,867,SO51,Hn-Soc/Reg,Sociology w/Spec Regional Stu,Sociology with Specialization in Regional Studies,WI93,FA10,UN,SOC,BA,4,RE MU TH WA FI,451101,SOCIOLOGY,,,YES,,,,,,,,,
867,867,SO75,Sociology,Sociology,Sociology,FA70,,GR,SOC,MA CPH PHD,"2,2,7",GR,451101,SOCIOLOGY,,,,,,,,,,,,
844,844,SO76,Soc-Sci St,Sociology (Science Studies),Sociology (Science Studies),FA89,,GR,SOC,PHD,7,GR,451101,SOCIOLOGY,,,,"The single former local code of 844 has been split up into three separate ISIS codes under History, Philosophy, and Sociology",,,,,,,,
